업체명,지역,업종,전화번호,주소,담당자,메모,영업단계,등록일
김천철물,경상북도 김천시,철물점,,경상북도 김천시 중앙시장3길 9,,G21001 / 자산동,미방문,
오금철물,경상북도 경산시,철물점,,경상북도 경산시 경안로29길 31-1,,G21001 / 남부동,미방문,
영남건재철물,경상북도 김천시,건자재점,,경상북도 김천시 양금로 174,,G21001 / 양금동,미방문,
신진철물,경상북도 상주시,철물점,,경상북도 상주시 상산로 398,,G21001 / 계림동,미방문,
동원철물건재,경상북도 안동시,건자재점,,경상북도 안동시 희망2길 67,,G21001 / 옥동,미방문,
종합철물농자재마트,경상북도 영천시,농자재점,,경상북도 영천시 신녕면 완화길 46,,G21001 / 신녕면,미방문,
동부공업사,경상북도 상주시,공구점,,경상북도 상주시 영남제일로 1169,,S20601 / 동문동,미방문,
선산철물,경상북도 구미시,철물점,,경상북도 구미시 선산읍 남문로 47-1,,G21001 / 선산읍,미방문,
동양철물,경상북도 영주시,철물점,,경상북도 영주시 원당로 117,,G21001 / 하망동,미방문,
동해철물,경상북도 울진군,철물점,,경상북도 울진군 매화면 매화1길 80,,G21001 / 매화면,미방문,
제일철물앵글,경상북도 문경시,철물점,,경상북도 문경시 남산로 2,,G21001 / 점촌2동,미방문,
금성철물,경상북도 안동시,철물점,,경상북도 안동시 풍천면 섬마길 16-3,,G21001 / 풍천면,미방문,
그린철물상사,경상북도 경산시,철물점,,경상북도 경산시 성암로12길 40-7,,G21001 / 서부1동,미방문,
성우건재,경상북도 영천시,건자재점,,경상북도 영천시 대창면 금박로 1053,,G21099 / 대창면,미방문,
물량공업사,경상북도 상주시,공구점,,경상북도 상주시 낙동면 물량2길 178,,S20699 / 낙동면,미방문,
세영철물전기,경상북도 포항시 북구,철물점,,경상북도 포항시 북구 중흥로225번길 38,,G21001 / 죽도동,미방문,
신안철물점,경상북도 포항시 남구,철물점,,경상북도 포항시 남구 오천읍 문덕로23번길 20-10,,G21001 / 오천읍,미방문,
우리공구철물,경상북도 고령군,철물점,,경상북도 고령군 다산면 다산중앙길 11,,G21001 / 다산면,미방문,
마북철물건재,경상북도 포항시 북구,건자재점,,경상북도 포항시 북구 신광면 토성길25번길 4,,G21001 / 신광면,미방문,
대보건재사,경상북도 포항시 남구,건자재점,,경상북도 포항시 남구 호미곶면 해맞이로 193-1,,G21001 / 호미곶면,미방문,
문화철물,경상북도 상주시,철물점,,경상북도 상주시 풍물시장길 28,,G21001 / 남원동,미방문,
강동철물공구,경상북도 경주시,철물점,,경상북도 경주시 강동면 강동로 8-38,,G21001 / 강동면,미방문,
한빛철물마트원호점,경상북도 구미시,철물점,,경상북도 구미시 고아읍 문장로26길 13,,G21001 / 고아읍,미방문,
새마을철물상사,경상북도 영주시,철물점,,경상북도 영주시 순흥면 순흥로 62,,G21001 / 순흥면,미방문,
대구철물,경상북도 영천시,철물점,,경상북도 영천시 신녕면 장수로 1659-2,,G21001 / 신녕면,미방문,
대덕건재,경상북도 김천시,건자재점,,경상북도 김천시 대덕면 증산로 7,,G21001 / 대덕면,미방문,
영주철물공구자재,경상북도 영주시,철물점,,경상북도 영주시 원당로 31,,G21001 / 가흥1동,미방문,
농협농기구서비스센타,경상북도 경주시,농자재점,,경상북도 경주시 천북면 천북로 350,,S20699 / 천북면,미방문,
덕인농기구수리,경상북도 경주시,농자재점,,경상북도 경주시 현곡면 동대로 214,,S20699 / 현곡면,미방문,
영남철물,경상북도 의성군,철물점,,경상북도 의성군 안계면 안계시장길 27,,G21001 / 안계면,미방문,
온혜철물,경상북도 안동시,철물점,,경상북도 안동시 도산면 온혜중마길 36,,G21001 / 도산면,미방문,
감문철물점,경상북도 김천시,철물점,,경상북도 김천시 감문면 감문로 1088,,G21001 / 감문면,미방문,
무학철물,경상북도 경산시,철물점,,경상북도 경산시 하양읍 금송로 64,,G21001 / 하양읍,미방문,
삼영정비공업사,경상북도 경주시,공구점,,경상북도 경주시 강동면 강동산단로 65,,S20301 / 강동면,미방문,
청기공업사,경상북도 영양군,공구점,,경상북도 영양군 청기면 청기1길 12-11,,S20699 / 청기면,미방문,
신진건재사,경상북도 성주군,건자재점,,경상북도 성주군 성주읍 성주읍4길 32,,G21099 / 성주읍,미방문,
동부철물상사,경상북도 영주시,철물점,,경상북도 영주시 번영로 77-1,,G21001 / 휴천1동,미방문,
신동철물,경상북도 칠곡군,철물점,,경상북도 칠곡군 지천면 신동로 166,,G21001 / 지천면,미방문,
옥동철물,경상북도 안동시,철물점,,경상북도 안동시 경북대로 428,,G21001 / 옥동,미방문,
동양철물,경상북도 포항시 북구,철물점,,경상북도 포항시 북구 기계면 기계로 55-1,,G21001 / 기계면,미방문,
우리안전철물,경상북도 청도군,철물점,,경상북도 청도군 청도읍 청화로 163,,G21701 / 청도읍,미방문,
야시홀건재,경상북도 영덕군,건자재점,,경상북도 영덕군 영덕읍 중앙길 113,,G21099 / 영덕읍,미방문,
풍년농기구공구,경상북도 경산시,농자재점,,경상북도 경산시 와촌면 금송로 403,,G21001 / 와촌면,미방문,
장천철물,경상북도 구미시,철물점,,경상북도 구미시 장천면 강동로 193,,G21001 / 장천면,미방문,
안강오토바이농공업사,경상북도 경주시,공구점,,경상북도 경주시 안강읍 구부랑길 68-18,,S20699 / 안강읍,미방문,
흥해건재사,경상북도 포항시 북구,건자재점,,경상북도 포항시 북구 흥해읍 흥해로 88-1,,G21099 / 흥해읍,미방문,
안동철물,경상북도 안동시,철물점,,경상북도 안동시 중앙시장길 29,,G21001 / 서구동,미방문,
고령철물,경상북도 고령군,철물점,,경상북도 고령군 대가야읍 대가야로 1311,,G21001 / 대가야읍,미방문,
현대철물,경상북도 경주시,철물점,,경상북도 경주시 내남면 이조중앙길 15,,G21001 / 내남면,미방문,
대운농자재,경상북도 청송군,농자재점,,경상북도 청송군 현동면 과원길 161,,G21001 / 현동면,미방문,
김천톱철물,경상북도 김천시,철물점,,경상북도 김천시 중앙시장길 30,,G21001 / 자산동,미방문,
중앙철물공구사,경상북도 안동시,철물점,,경상북도 안동시 일직면 중앙통길 17,,G21001 / 일직면,미방문,
출장공업사,경상북도 문경시,공구점,,경상북도 문경시 마성면 새재로 160,,N11199 / 마성면,미방문,
영창건재철물,경상북도 영천시,건자재점,,경상북도 영천시 최무선로 285,,G21001 / 중앙동,미방문,
성암건재사,경상북도 성주군,건자재점,,경상북도 성주군 용암면 상성로 27,,G21001 / 용암면,미방문,
영강철물,경상북도 문경시,철물점,,경상북도 문경시 신흥로 220-1,,G21001 / 점촌3동,미방문,
약목철물건재,경상북도 칠곡군,건자재점,,경상북도 칠곡군 약목면 복성12길 1-10,,G21001 / 약목면,미방문,
영남공구철물,경상북도 영주시,철물점,,경상북도 영주시 선비로 224,,G21001 / 영주2동,미방문,
강동농자재,경상북도 상주시,농자재점,,경상북도 상주시 모서면 백화로 1347,,G21001 / 모서면,미방문,
한빛철물마트,경상북도 김천시,철물점,,경상북도 김천시 용전3로 9,,G21001 / 율곡동,미방문,
일광공구철물,경상북도 경주시,철물점,,경상북도 경주시 외동읍 문산공단길 116,,G21001 / 외동읍,미방문,
제일농자재,경상북도 고령군,농자재점,,경상북도 고령군 대가야읍 시장1길 14-1,,G21001 / 대가야읍,미방문,
쌍호대동농기구,경상북도 의성군,농자재점,,경상북도 의성군 안사면 쌍호2길 2-8,,S20699 / 안사면,미방문,
용산철물,경상북도 경주시,철물점,,경상북도 경주시 내남면 포석로 103,,G21001 / 내남면,미방문,
대경건재철강,경상북도 안동시,건자재점,,경상북도 안동시 풍산읍 풍산태사로 778,,G21001 / 풍산읍,미방문,
영광철물건재상사,경상북도 김천시,건자재점,,경상북도 김천시 구성면 남김천대로 2383,,G21001 / 구성면,미방문,
창영철물,경상북도 예천군,철물점,,경상북도 예천군 예천읍 시장로 100,,G21001 / 예천읍,미방문,
재산철물,경상북도 봉화군,철물점,,경상북도 봉화군 재산면 재산로 503,,G21001 / 재산면,미방문,
미래전기철물,경상북도 경산시,철물점,,경상북도 경산시 장산로 264,,G21201 / 동부동,미방문,
구일공구철물,경상북도 영주시,철물점,,경상북도 영주시 선비로 144,,G21001 / 휴천2동,미방문,
교동철물,경상북도 김천시,철물점,,경상북도 김천시 대학로 114,,G21001 / 대신동,미방문,
우래카공업사,경상북도 영양군,공구점,,경상북도 영양군 영양읍 중앙로 282-7,,S20301 / 영양읍,미방문,
영동철물건재,경상북도 포항시 남구,건자재점,,경상북도 포항시 남구 대송면 제내길 31,,G21001 / 대송면,미방문,
성광건재철물종합상사,경상북도 안동시,건자재점,,경상북도 안동시 풍산읍 풍산중앙길 87,,G21001 / 풍산읍,미방문,
황금철물,경상북도 구미시,철물점,,경상북도 구미시 산업로 282,,G21001 / 원평동,미방문,
중동철물,경상북도 칠곡군,철물점,,경상북도 칠곡군 석적읍 북중리3길 11,,G21001 / 석적읍,미방문,
상산철물점,경상북도 상주시,철물점,,경상북도 상주시 왕산로 185,,G21001 / 남원동,미방문,
대진철물,경상북도 김천시,철물점,,경상북도 김천시 용머리길 13-1,,G21001 / 자산동,미방문,
금호철물상회,경상북도 청도군,철물점,,경상북도 청도군 금천면 금천로 38,,G21001 / 금천면,미방문,
일신농자재상사,경상북도 칠곡군,농자재점,,경상북도 칠곡군 왜관읍 중앙로12길 14,,G22199 / 왜관읍,미방문,
삼성종합건재상사,경상북도 청송군,건자재점,,경상북도 청송군 현동면 새마을로 5409,,G21099 / 현동면,미방문,
대구철물,경상북도 상주시,철물점,,경상북도 상주시 함창읍 함창시장3길 39,,G21001 / 함창읍,미방문,
세신철물종합상사,경상북도 고령군,철물점,,경상북도 고령군 성산면 성산로 931,,G21001 / 성산면,미방문,
송서건재,경상북도 청도군,건자재점,,경상북도 청도군 풍각면 헐티로 194,,G21001 / 풍각면,미방문,
강원종합모터.철물,경상북도 영주시,철물점,,경상북도 영주시 구성로 264,,G21001 / 휴천1동,미방문,
혜성농자재,경상북도 영천시,농자재점,,경상북도 영천시 청통면 청통로 588,,G22199 / 청통면,미방문,
형제종합철물공구,경상북도 예천군,철물점,,경상북도 예천군 예천읍 시장로 36,,G21001 / 예천읍,미방문,
대한건재철물상사,경상북도 상주시,건자재점,,경상북도 상주시 청리면 청리중앙로 166,,G21001 / 청리면,미방문,
영남종합기계공구상사,경상북도 봉화군,공구점,,경상북도 봉화군 봉화읍 봉화로 1098-2,,G21001 / 봉화읍,미방문,
무한건재,경상북도 포항시 북구,건자재점,,경상북도 포항시 북구 흥해읍 삼흥로 727,,G21001 / 흥해읍,미방문,
수성농자재,경상북도 경주시,농자재점,,경상북도 경주시 강동면 오금큰길 126,,G21099 / 강동면,미방문,
조홍건재한약품,경상북도 경주시,건자재점,,경상북도 경주시 화랑로 138,,G22199 / 황오동,미방문,
북부건재사,경상북도 포항시 북구,건자재점,,경상북도 포항시 북구 선착로 6,,G21001 / 중앙동,미방문,
해평종합건재,경상북도 구미시,건자재점,,경상북도 구미시 해평면 강동로 1566,,G21099 / 해평면,미방문,
화동공업사,경상북도 상주시,공구점,,경상북도 상주시 화동면 중화로 1429,,S20301 / 화동면,미방문,
화일철물,경상북도 문경시,철물점,,경상북도 문경시 남산로 5,,G21001 / 점촌2동,미방문,
성보종합공구철물,경상북도 성주군,철물점,,경상북도 성주군 성주읍 성주산업단지로2길 156,,G21001 / 성주읍,미방문,
강진종합철물,경상북도 칠곡군,철물점,,경상북도 칠곡군 북삼읍 북삼로 167,,G21001 / 북삼읍,미방문,
동남농자재,경상북도 성주군,농자재점,,경상북도 성주군 성주읍 주산로 18,,G21001 / 성주읍,미방문,
세아농자재마트,경상북도 경산시,농자재점,,경상북도 경산시 진량읍 대학로 967-6,,G21001 / 진량읍,미방문,
동아철물,경상북도 안동시,철물점,,경상북도 안동시 중앙시장길 23,,G21001 / 서구동,미방문,
경제설비철물,경상북도 영덕군,철물점,,경상북도 영덕군 남정면 진불길 50-1,,G21001 / 남정면,미방문,
종합철물자재,경상북도 포항시 북구,철물점,,경상북도 포항시 북구 죽도로 14,,G21001 / 죽도동,미방문,
부농자재마트,경상북도 청송군,농자재점,,경상북도 청송군 부남면 대전로 183-9,,G21001 / 부남면,미방문,
시장철물,경상북도 청송군,철물점,,경상북도 청송군 현동면 도평2길 12,,G21001 / 현동면,미방문,
천평철물건재상,경상북도 칠곡군,건자재점,,경상북도 칠곡군 가산면 경북대로 1560,,G21001 / 가산면,미방문,
형제철물,경상북도 문경시,철물점,,경상북도 문경시 신흥로 126,,G21001 / 점촌2동,미방문,
유성철물,경상북도 고령군,철물점,,경상북도 고령군 대가야읍 시장길 32,,G21001 / 대가야읍,미방문,
쌍림철물,경상북도 고령군,철물점,,경상북도 고령군 쌍림면 대가야로 588-3,,G21001 / 쌍림면,미방문,
제일건재사,경상북도 경주시,건자재점,,경상북도 경주시 안강읍 안현로 1507,,G21001 / 안강읍,미방문,
성호공업사,경상북도 포항시 남구,공구점,,경상북도 포항시 남구 오천읍 냉천로598번길 26,,S20301 / 오천읍,미방문,
일광건설건재철물,경상북도 포항시 북구,건자재점,,경상북도 포항시 북구 삼호로 480,,G21001 / 환여동,미방문,
안강공업사,경상북도 경주시,공구점,,경상북도 경주시 강동면 인좌안길 23-11,,S20699 / 강동면,미방문,
백산농기구사,경상북도 고령군,농자재점,,경상북도 고령군 쌍림면 영서로 3177,,S20699 / 쌍림면,미방문,
상주렌탈.농자재,경상북도 상주시,농자재점,,경상북도 상주시 삼백로 290,,G21001 / 동문동,미방문,
팔공공구공업사,경상북도 영주시,공구점,,경상북도 영주시 원당로315번길 33,,G21001 / 상망동,미방문,
우민정비공업사,경상북도 경주시,공구점,,경상북도 경주시 외동읍 입실로 25,,S20301 / 외동읍,미방문,
항곡철물건재,경상북도 구미시,건자재점,,경상북도 구미시 고아읍 선산대로 667,,G21201 / 고아읍,미방문,
영동철물,경상북도 봉화군,철물점,,경상북도 봉화군 춘양면 의양로2길 35,,G21001 / 춘양면,미방문,
대성철물,경상북도 포항시 북구,철물점,,경상북도 포항시 북구 기계면 기계로 74,,G21001 / 기계면,미방문,
강변농자재,경상북도 문경시,농자재점,,경상북도 문경시 산양면 상무로 801,,G22199 / 산양면,미방문,
보성농자재,경상북도 성주군,농자재점,,경상북도 성주군 성주읍 성주로 3403,,G22199 / 성주읍,미방문,
진량건재,경상북도 경산시,건자재점,,경상북도 경산시 진량읍 대학로 924,,G21202 / 진량읍,미방문,
산촌건재,경상북도 성주군,건자재점,,경상북도 성주군 선남면 소학2길 37,,G21001 / 선남면,미방문,
대흥철물,경상북도 예천군,철물점,,경상북도 예천군 예천읍 시장로 98-1,,G21001 / 예천읍,미방문,
서은철물,경상북도 구미시,철물점,,경상북도 구미시 봉곡로 80,,G21001 / 선주원남동,미방문,
무을전기철물,경상북도 구미시,철물점,,경상북도 구미시 무을면 상무로 950,,G21001 / 무을면,미방문,
대성철물건재상회,경상북도 청송군,건자재점,,경상북도 청송군 진보면 진안로 30,,G21001 / 진보면,미방문,
유진철물,경상북도 포항시 남구,철물점,,경상북도 포항시 남구 중앙로134번길 23,,G21001 / 해도동,미방문,
대영공업사,경상북도 포항시 남구,공구점,,경상북도 포항시 남구 철강로 259,,S20699 / 제철동,미방문,
대안철물건재사,경상북도 예천군,건자재점,,경상북도 예천군 풍양면 낙상2길 37,,G21001 / 풍양면,미방문,
사방철물,경상북도 경주시,철물점,,경상북도 경주시 안강읍 사방검단길 14,,G21001 / 안강읍,미방문,
은희정비공업사,경상북도 경주시,공구점,,경상북도 경주시 양정로 156-3,,S20301 / 황오동,미방문,
한양종합건축자재,경상북도 의성군,건자재점,,경상북도 의성군 단촌면 장터길 18,,G21001 / 단촌면,미방문,
태성종합철물,경상북도 경주시,철물점,,경상북도 경주시 선주길 2,,G21001 / 동천동,미방문,
송정농자재,경상북도 성주군,농자재점,,경상북도 성주군 용암면 운용로 997-2,,G21002 / 용암면,미방문,
용상철물상회,경상북도 안동시,철물점,,경상북도 안동시 경동로 942,,G21001 / 용상동,미방문,
대영철물,경상북도 울진군,철물점,,경상북도 울진군 울진읍 읍내5길 43,,G21001 / 울진읍,미방문,
원호철물,경상북도 구미시,철물점,,경상북도 구미시 고아읍 문장로25길 4,,G21001 / 고아읍,미방문,
안동철물마트,경상북도 안동시,철물점,,경상북도 안동시 경동로 419,,G21001 / 태화동,미방문,
새마을건재철물,경상북도 구미시,건자재점,,경상북도 구미시 수출대로31길 1,,G21001 / 인동동,미방문,
대구철물,경상북도 칠곡군,철물점,,경상북도 칠곡군 왜관읍 중앙로 218,,G21001 / 왜관읍,미방문,
신영공구철물,경상북도 안동시,철물점,,경상북도 안동시 맑은샘5길 2,,G21001 / 중구동,미방문,
경북철물공구,경상북도 영주시,철물점,,경상북도 영주시 지천로 174,,G21001 / 가흥1동,미방문,
재산복조철물,경상북도 봉화군,철물점,,경상북도 봉화군 재산면 재산로 495,,G21001 / 재산면,미방문,
영일건재종합상사,경상북도 포항시 남구,건자재점,,경상북도 포항시 남구 동해면 약전로 1,,G21001 / 동해면,미방문,
단북공업사,경상북도 의성군,공구점,,경상북도 의성군 단북면 단북다인로 215,,S20699 / 단북면,미방문,
대성건재사,경상북도 영천시,건자재점,,경상북도 영천시 역전로 30,,G21001 / 완산동,미방문,
이두철물,경상북도 의성군,철물점,,경상북도 의성군 비안면 강변길 90-1,,G21001 / 비안면,미방문,
귀뚜라미보일러;덕신건축자재철물,경상북도 청송군,건자재점,,경상북도 청송군 청송읍 중앙로 221-1,,G21001 / 청송읍,미방문,
대영종합철물,경상북도 포항시 북구,철물점,,경상북도 포항시 북구 중흥로151번길 22-1,,G21001 / 죽도동,미방문,
영진철물,경상북도 경산시,철물점,,경상북도 경산시 진량읍 낙산길 31-1,,G21001 / 진량읍,미방문,
동아철물,경상북도 포항시 남구,철물점,,경상북도 포항시 남구 구룡포읍 구룡포길 100-1,,G21001 / 구룡포읍,미방문,
삼일공업사,경상북도 경주시,공구점,,경상북도 경주시 천북면 산업로 4882,,S20301 / 천북면,미방문,
대흥철물,경상북도 포항시 남구,철물점,,경상북도 포항시 남구 송림로 25-2,,G21001 / 송도동,미방문,
제철물회,경상북도 포항시 남구,철물점,,경상북도 포항시 남구 인덕로37번길 17,,I20111 / 제철동,미방문,
영진철물건재,경상북도 청송군,건자재점,,경상북도 청송군 진보면 진안동윗길 33,,G21001 / 진보면,미방문,
대림철물,경상북도 김천시,철물점,,경상북도 김천시 아포읍 한지길 24,,G21001 / 아포읍,미방문,
중동공업사,경상북도 상주시,공구점,,경상북도 상주시 중동면 덕암로 351,,S20301 / 중동면,미방문,
대영철물,경상북도 상주시,철물점,,경상북도 상주시 왕산로 144,,G21001 / 남원동,미방문,
학암건재,경상북도 청도군,건자재점,,경상북도 청도군 이서면 학산길 16,,G21003 / 이서면,미방문,
부구철물,경상북도 울진군,철물점,,경상북도 울진군 북면 울진북로 2111,,G21001 / 북면,미방문,
종합철물,경상북도 영주시,철물점,,경상북도 영주시 번영로132번길 2,,G21001 / 하망동,미방문,
태광농자재부품,경상북도 의성군,농자재점,,경상북도 의성군 안계면 용기2길 4-1,,G21001 / 안계면,미방문,
대성철물,경상북도 영주시,철물점,,경상북도 영주시 꽃동산로 42,,G21001 / 가흥1동,미방문,
대흥농자재마트,경상북도 문경시,농자재점,,경상북도 문경시 산양면 추산로 2,,G21001 / 산양면,미방문,
영천철물,경상북도 경산시,철물점,,경상북도 경산시 경안로31길 19,,G21001 / 남부동,미방문,
안성철물상회,경상북도 안동시,철물점,,경상북도 안동시 풍천면 섬마길 6-2,,G21001 / 풍천면,미방문,
노좌농기구,경상북도 영주시,농자재점,,경상북도 영주시 봉현면 노좌로35번길 34,,S20699 / 봉현면,미방문,
대진철물,경상북도 구미시,철물점,,경상북도 구미시 산호대로31길 8,,G21001 / 양포동,미방문,
매화공업사,경상북도 울진군,공구점,,경상북도 울진군 매화면 매화3길 20,,S20301 / 매화면,미방문,
동성공업사,경상북도 포항시 남구,공구점,,경상북도 포항시 남구 대송면 운제로 167-34,,S20301 / 대송면,미방문,
우주건설기계공구,경상북도 의성군,공구점,,경상북도 의성군 의성읍 구봉길 204-1,,G21001 / 의성읍,미방문,
삼광농자재,경상북도 경산시,농자재점,,경상북도 경산시 중앙로19길 25,,G21001 / 중방동,미방문,
한양산업안전철물상사,경상북도 상주시,철물점,,경상북도 상주시 삼백로 97,,G21001 / 북문동,미방문,
고아철물,경상북도 구미시,철물점,,경상북도 구미시 고아읍 선산대로 1020,,G21001 / 고아읍,미방문,
우수친환경농자재,경상북도 영천시,농자재점,,경상북도 영천시 장천2길 17,,G22001 / 동부동,미방문,
물야철물,경상북도 봉화군,철물점,,경상북도 봉화군 물야면 문수로 1025-31,,G21001 / 물야면,미방문,
제일철물,경상북도 영주시,철물점,,경상북도 영주시 부석면 부석로36번길 4,,G21001 / 부석면,미방문,
신용농자재마트,경상북도 문경시,농자재점,,경상북도 문경시 문경읍 온천8길 54,,G21001 / 문경읍,미방문,
태성철물전기,경상북도 구미시,철물점,,경상북도 구미시 칠성로6길 55,,G21001 / 신평1동,미방문,
대송건재사,경상북도 포항시 남구,건자재점,,경상북도 포항시 남구 대송면 제내길53번길 2,,G21001 / 대송면,미방문,
패밀리공구철물,경상북도 경산시,철물점,,경상북도 경산시 삼성현로15길 2,,G21001 / 서부1동,미방문,
풍년농기구,경상북도 영천시,농자재점,,경상북도 영천시 시장4길 52,,G21001 / 완산동,미방문,
중앙공업사,경상북도 문경시,공구점,,경상북도 문경시 문경읍 새재로 433,,S20301 / 문경읍,미방문,
제일철물，지보종합설비,경상북도 예천군,철물점,,경상북도 예천군 지보면 지보로 183,,G21001 / 지보면,미방문,
보국철물,경상북도 의성군,철물점,,경상북도 의성군 금성면 탑리길 123-16,,G21001 / 금성면,미방문,
공단철물,경상북도 칠곡군,철물점,,경상북도 칠곡군 왜관읍 2번도로길 117,,G21001 / 왜관읍,미방문,
문덕공업사,경상북도 포항시 남구,공구점,,경상북도 포항시 남구 오천읍 정몽주로 793,,S20301 / 오천읍,미방문,
삼성철물상회,경상북도 김천시,철물점,,경상북도 김천시 지례면 장터길 55,,G21001 / 지례면,미방문,
대흥철물공구,경상북도 청도군,철물점,,경상북도 청도군 청도읍 중앙로 21-1,,G21001 / 청도읍,미방문,
기계농자재철물,경상북도 포항시 북구,농자재점,,경상북도 포항시 북구 기계면 기계로 21,,G22199 / 기계면,미방문,
꽃동산철물,경상북도 영주시,철물점,,경상북도 영주시 지천로 150,,G21001 / 가흥1동,미방문,
대성전기철물,경상북도 울진군,철물점,,경상북도 울진군 근남면 울진북로 150,,G21001 / 근남면,미방문,
약전건재철물,경상북도 포항시 남구,건자재점,,경상북도 포항시 남구 동해면 일월로 165,,G21001 / 동해면,미방문,
신광철물공구,경상북도 포항시 북구,철물점,,경상북도 포항시 북구 신광면 토성길 44,,G21001 / 신광면,미방문,
화신철재건재,경상북도 영덕군,건자재점,,경상북도 영덕군 강구면 동해대로 4255,,G21001 / 강구면,미방문,
성안종합건재,경상북도 의성군,건자재점,,경상북도 의성군 의성읍 구봉길 311,,G21001 / 의성읍,미방문,
시장공구상사,경상북도 의성군,공구점,,경상북도 의성군 안계면 안계길 172,,G21001 / 안계면,미방문,
오태종합철물,경상북도 칠곡군,철물점,,경상북도 칠곡군 북삼읍 금오대로10길 8,,G21001 / 북삼읍,미방문,
신일건재토목상사,경상북도 영천시,건자재점,,경상북도 영천시 신녕면 본관시장길 14-10,,G21003 / 신녕면,미방문,
동경철물상사,경상북도 포항시 남구,철물점,,경상북도 포항시 남구 연일읍 철강로41번길 42,,G21001 / 연일읍,미방문,
구미철물자재상사,경상북도 구미시,철물점,,경상북도 구미시 산동읍 산호대로43길 5,,G21001 / 산동읍,미방문,
상모종합철물,경상북도 구미시,철물점,,경상북도 구미시 상사서로 40,,G21001 / 상모사곡동,미방문,
경북철물상회,경상북도 상주시,철물점,,경상북도 상주시 중앙시장길 16-25,,G21001 / 남원동,미방문,
대명공구철물자재,경상북도 경주시,철물점,,경상북도 경주시 양정로328번길 17,,G21001 / 용강동,미방문,
영남종합철물,경상북도 고령군,철물점,,경상북도 고령군 대가야읍 벽화길 10,,G21001 / 대가야읍,미방문,
점보공업사,경상북도 포항시 남구,공구점,,경상북도 포항시 남구 연일읍 동문로 20,,S20301 / 연일읍,미방문,
한동팜농자재,경상북도 봉화군,농자재점,,경상북도 봉화군 봉화읍 다덕로 350,,G22199 / 봉화읍,미방문,
영일건재,경상북도 포항시 남구,건자재점,,경상북도 포항시 남구 오천읍 정몽주로 506-5,,G21001 / 오천읍,미방문,
동해철물,경상북도 영덕군,철물점,,경상북도 영덕군 영해면 영덕로 1785,,G21001 / 영해면,미방문,
죽장철물,경상북도 포항시 북구,철물점,,경상북도 포항시 북구 죽장면 새마을로3622번길 1,,G21001 / 죽장면,미방문,
성진철물,경상북도 영주시,철물점,,경상북도 영주시 번영로 123,,G21001 / 하망동,미방문,
대지농자재,경상북도 안동시,농자재점,,경상북도 안동시 예안면 임예로 1897,,G21001 / 예안면,미방문,
양궁종합정비공업사,경상북도 예천군,공구점,,경상북도 예천군 예천읍 양궁로 226,,S20301 / 예천읍,미방문,
삼성천막공업사,경상북도 포항시 북구,공구점,,경상북도 포항시 북구 양학로 3,,G20906 / 양학동,미방문,
고향철물,경상북도 봉화군,철물점,,경상북도 봉화군 석포면 석포로1길 15-4,,G21001 / 석포면,미방문,
부산건재마트,경상북도 포항시 남구,건자재점,,경상북도 포항시 남구 송림로 6,,G21001 / 송도동,미방문,
제일농자재,경상북도 청송군,농자재점,,경상북도 청송군 청송읍 시장길 1,,G22199 / 청송읍,미방문,
경북철물상회,경상북도 상주시,철물점,,경상북도 상주시 공성면 공성중앙로 127,,G21001 / 공성면,미방문,
대우전기공구철물,경상북도 안동시,철물점,,경상북도 안동시 퇴계로 133-1,,G21001 / 명륜동,미방문,
대산농기구사,경상북도 봉화군,농자재점,,경상북도 봉화군 상운면 설매길 209-120,,S20699 / 상운면,미방문,
대동철물,경상북도 영양군,철물점,,경상북도 영양군 수비면 한티로 495,,G21001 / 수비면,미방문,
월포한일건재,경상북도 포항시 북구,건자재점,,경상북도 포항시 북구 청하면 월포로 143,,G21099 / 청하면,미방문,
삼일공업사,경상북도 울진군,공구점,,경상북도 울진군 울진읍 울진북로 636,,S20301 / 울진읍,미방문,
대풍철물,경상북도 영양군,철물점,,경상북도 영양군 석보면 원리길 11,,G21001 / 석보면,미방문,
점촌건재사,경상북도 문경시,건자재점,,경상북도 문경시 호서로 47,,G21099 / 점촌1동,미방문,
지성철물공구상사,경상북도 영천시,철물점,,경상북도 영천시 고경면 호국로 419,,G21001 / 고경면,미방문,
신용함석공업사,경상북도 안동시,공구점,,경상북도 안동시 경동로 721-4,,G22199 / 중구동,미방문,
아포철물,경상북도 구미시,철물점,,경상북도 구미시 구미중앙로5길 17,,G21001 / 원평동,미방문,
대영안전철물,경상북도 경산시,철물점,,경상북도 경산시 압량읍 진등길 26,,G21001 / 압량읍,미방문,
대신건재사,경상북도 포항시 북구,건자재점,,경상북도 포항시 북구 삼호로47번길 14,,G21001 / 중앙동,미방문,
풍기철물,경상북도 영주시,철물점,,경상북도 영주시 풍기읍 동성로 86,,G21001 / 풍기읍,미방문,
대흥철물,경상북도 봉화군,철물점,,경상북도 봉화군 석포면 석포로1길 25,,G21001 / 석포면,미방문,
양북철물,경상북도 경주시,철물점,,경상북도 경주시 문무대왕면 어일1길 40-3,,G21001 / 문무대왕면,미방문,
시장건재,경상북도 포항시 북구,건자재점,,경상북도 포항시 북구 청하면 청하로 216,,G21001 / 청하면,미방문,
이서철물건재,경상북도 청도군,건자재점,,경상북도 청도군 이서면 학산길 17,,G21001 / 이서면,미방문,
