업체명,지역,업종,전화번호,주소,담당자,메모,영업단계,등록일
봉명카공업사,충청남도 당진시,공구점,,충청남도 당진시 송악읍 북부산업로 821,,S20301 / 송악읍,미방문,
삼원철물,충청남도 당진시,철물점,,충청남도 당진시 대호지면 44만세로 88-3,,G21001 / 대호지면,미방문,
광명철물,충청남도 공주시,철물점,,충청남도 공주시 정안면 정안중앙길 167,,G21001 / 정안면,미방문,
광영건재,충청남도 보령시,건자재점,,충청남도 보령시 대흥로 101,,G21099 / 대천2동,미방문,
신흥공업사,충청남도 예산군,공구점,,충청남도 예산군 예산읍 충서로 1122-7,,S20301 / 예산읍,미방문,
제일카공업사,충청남도 서산시,공구점,,충청남도 서산시 석림4로 5,,S20301 / 수석동,미방문,
동양철물,충청남도 천안시 동남구,철물점,,충청남도 천안시 동남구 영성로 28-1,,G21001 / 중앙동,미방문,
태영정비공업사,충청남도 부여군,공구점,,충청남도 부여군 부여읍 백제문화로 103,,S20301 / 부여읍,미방문,
문화철물건재,충청남도 아산시,건자재점,,충청남도 아산시 둔포면 둔포로 6-19,,G21001 / 둔포면,미방문,
반포종합건재,충청남도 공주시,건자재점,,충청남도 공주시 반포면 수실1길 8-10,,G22199 / 반포면,미방문,
금호철물,충청남도 부여군,철물점,,충청남도 부여군 양화면 입포로 54,,G21001 / 양화면,미방문,
제일철물,충청남도 홍성군,철물점,,충청남도 홍성군 홍성읍 의사로43번길 13-7,,G21001 / 홍성읍,미방문,
온세철물,충청남도 보령시,철물점,,충청남도 보령시 남대천로 61,,G21001 / 대천1동,미방문,
미성철물,충청남도 서산시,철물점,,충청남도 서산시 고북면 고북3로 12,,G21001 / 고북면,미방문,
천북철물,충청남도 보령시,철물점,,충청남도 보령시 천북면 하궁길 22,,G21001 / 천북면,미방문,
천지열쇠철물,충청남도 천안시 서북구,철물점,,충청남도 천안시 서북구 서부17길 5,,G21001 / 성정2동,미방문,
두마철물건재공구,충청남도 계룡시,건자재점,,충청남도 계룡시 엄사면 계백로 3021,,G21001 / 엄사면,미방문,
신중건재약업사;금산신중홍삼,충청남도 금산군,건자재점,,충청남도 금산군 금산읍 인삼약초로 29-6,,G22199 / 금산읍,미방문,
하나로기계공구,충청남도 당진시,공구점,,충청남도 당진시 고실1길 39,,G21001 / 당진1동,미방문,
한일철물건재,충청남도 천안시 동남구,건자재점,,충청남도 천안시 동남구 영성로 19,,G21001 / 중앙동,미방문,
신화철물,충청남도 천안시 서북구,철물점,,충청남도 천안시 서북구 성정로 68,,G21001 / 성정1동,미방문,
현대철물,충청남도 천안시 동남구,철물점,,충청남도 천안시 동남구 병천면 아우내장터1길 41,,G21001 / 병천면,미방문,
양지앵글공업사,충청남도 공주시,공구점,,충청남도 공주시 금성길 10-1,,G21001 / 웅진동,미방문,
중부농자재,충청남도 논산시,농자재점,,충청남도 논산시 상월면 백일헌로 1175,,G21001 / 상월면,미방문,
명신철물마트,충청남도 공주시,철물점,,충청남도 공주시 쌍신길 88,,G21001 / 신관동,미방문,
현대철물건재,충청남도 부여군,건자재점,,충청남도 부여군 초촌면 선사로 96,,G21001 / 초촌면,미방문,
아산건재상사,충청남도 아산시,건자재점,,충청남도 아산시 둔포면 충무로 1805,,G21001 / 둔포면,미방문,
외산철물，조경,충청남도 부여군,철물점,,충청남도 부여군 외산면 외산로 112,,G21001 / 외산면,미방문,
금성철물,충청남도 천안시 동남구,철물점,,충청남도 천안시 동남구 영성로 39-1,,G21001 / 중앙동,미방문,
배방전기철물,충청남도 아산시,철물점,,충청남도 아산시 배방읍 북수로 50,,G21001 / 배방읍,미방문,
동일철물,충청남도 서산시,철물점,,충청남도 서산시 해미면 읍성마을1길 18,,G21001 / 해미면,미방문,
태양철물건재,충청남도 서산시,건자재점,,충청남도 서산시 공림5길 30,,G21099 / 석남동,미방문,
기림철물상사,충청남도 부여군,철물점,,충청남도 부여군 부여읍 성왕로 126,,G21001 / 부여읍,미방문,
태신종합건재,충청남도 당진시,건자재점,,충청남도 당진시 합덕읍 면천로 1730,,G21001 / 합덕읍,미방문,
보령철물건재,충청남도 보령시,건자재점,,충청남도 보령시 중앙로 59,,G21001 / 대천1동,미방문,
대흥철물,충청남도 공주시,철물점,,충청남도 공주시 정안면 정안중앙길 165,,G21001 / 정안면,미방문,
삼원철물,충청남도 천안시 서북구,철물점,,충청남도 천안시 서북구 서부19길 21,,G21001 / 성정2동,미방문,
월드부분정비공업사,충청남도 태안군,공구점,,충청남도 태안군 태안읍 샘골로 51,,S20301 / 태안읍,미방문,
보광카공업사,충청남도 태안군,공구점,,충청남도 태안군 안면읍 장터로 172,,S20301 / 안면읍,미방문,
비행장카공업사,충청남도 서산시,공구점,,충청남도 서산시 고북면 신성로 35,,S20301 / 고북면,미방문,
대한건재,충청남도 아산시,건자재점,,충청남도 아산시 번영로93번길 7,,G20701 / 온양1동,미방문,
예산철물,충청남도 청양군,철물점,,충청남도 청양군 청양읍 중앙로5길 10,,G21001 / 청양읍,미방문,
형제철물점,충청남도 공주시,철물점,,충청남도 공주시 계룡면 영규대사로 478,,G21001 / 계룡면,미방문,
봉명철물,충청남도 천안시 동남구,철물점,,충청남도 천안시 동남구 봉정로 15-1,,G21001 / 봉명동,미방문,
재철공업사,충청남도 논산시,공구점,,충청남도 논산시 연무읍 고내곡로 1,,S20699 / 연무읍,미방문,
덕산철물농약,충청남도 예산군,철물점,,충청남도 예산군 덕산면 읍내길 10,,G21001 / 덕산면,미방문,
태성농자재,충청남도 예산군,농자재점,,충청남도 예산군 예산읍 충서로 1138,,G21001 / 예산읍,미방문,
한뜻농자재,충청남도 서산시,농자재점,,충청남도 서산시 음암면 백제사신로 1159,,G21001 / 음암면,미방문,
신용공업사,충청남도 보령시,공구점,,충청남도 보령시 미산면 만수로 1135,,S20301 / 미산면,미방문,
현대철물,충청남도 논산시,철물점,,충청남도 논산시 중앙로 506,,G21001 / 부창동,미방문,
충남공업사,충청남도 당진시,공구점,,충청남도 당진시 합덕읍 덕평로 444,,S20301 / 합덕읍,미방문,
덕성공업사,충청남도 논산시,공구점,,충청남도 논산시 강경읍 계백로153번길 25-5,,S20699 / 강경읍,미방문,
진산철물건재,충청남도 금산군,건자재점,,충청남도 금산군 진산면 대둔산로 412-3,,G21001 / 진산면,미방문,
성능종합건재,충청남도 공주시,건자재점,,충청남도 공주시 신풍면 벌뜸길 4-9,,G21001 / 신풍면,미방문,
갈산공업사,충청남도 홍성군,공구점,,충청남도 홍성군 갈산면 갈산로 177,,S20301 / 갈산면,미방문,
대우종합철물공구,충청남도 아산시,철물점,,충청남도 아산시 온천대로 1595,,G21001 / 온양3동,미방문,
동방농자재,충청남도 예산군,농자재점,,충청남도 예산군 예산읍 충서로 1034,,G22199 / 예산읍,미방문,
금성철물,충청남도 천안시 서북구,철물점,,충청남도 천안시 서북구 성환읍 성환중앙로 67,,G21001 / 성환읍,미방문,
서산농자재,충청남도 서산시,농자재점,,충청남도 서산시 수석1길 32-32,,G21001 / 수석동,미방문,
남선공업사,충청남도 천안시 서북구,공구점,,충청남도 천안시 서북구 성환읍 신방로 513,,G21099 / 성환읍,미방문,
동대철물안전,충청남도 보령시,철물점,,충청남도 보령시 보령북로 11,,G21001 / 대천3동,미방문,
소소한집수리철물,충청남도 논산시,철물점,,충청남도 논산시 시민로194번길 32,,G21001 / 취암동,미방문,
한성당건재약업사,충청남도 금산군,건자재점,,충청남도 금산군 금산읍 비단로 147,,G20508 / 금산읍,미방문,
대흥공구철물,충청남도 예산군,철물점,,충청남도 예산군 예산읍 역전로 42,,G21001 / 예산읍,미방문,
강원공업사,충청남도 당진시,공구점,,충청남도 당진시 송악읍 대섬길 188,,S20301 / 송악읍,미방문,
태창철물집,충청남도 아산시,철물점,,충청남도 아산시 둔포면 둔포면로 17,,G21001 / 둔포면,미방문,
서문전기철물공구,충청남도 서산시,철물점,,충청남도 서산시 해미면 남문5로 8-1,,G21001 / 해미면,미방문,
용진토건재,충청남도 금산군,건자재점,,충청남도 금산군 복수면 자라전길 45,,N11101 / 복수면,미방문,
신흥철물철재,충청남도 홍성군,철물점,,충청남도 홍성군 홍성읍 충절로 924,,G21001 / 홍성읍,미방문,
금강철물공구,충청남도 금산군,철물점,,충청남도 금산군 복수면 복수로 103,,G21001 / 복수면,미방문,
문성철물점,충청남도 아산시,철물점,,충청남도 아산시 온천대로 1436-1,,G21001 / 온양2동,미방문,
우성공업사,충청남도 공주시,공구점,,충청남도 공주시 우성면 우성길 127,,S20301 / 우성면,미방문,
대운공업사,충청남도 공주시,공구점,,충청남도 공주시 우성면 공수원로 3-97,,S20301 / 우성면,미방문,
경성철물,충청남도 서산시,철물점,,충청남도 서산시 해미면 남문1로 27,,G21001 / 해미면,미방문,
도원금속건재,충청남도 천안시 동남구,건자재점,,충청남도 천안시 동남구 봉정로 5,,G21001 / 봉명동,미방문,
현대건재상회,충청남도 논산시,건자재점,,충청남도 논산시 양촌면 황산벌로 473,,G21001 / 양촌면,미방문,
대성철물건재상사,충청남도 태안군,건자재점,,충청남도 태안군 안면읍 장터로 99-16,,G21001 / 안면읍,미방문,
대우철물,충청남도 서산시,철물점,,충청남도 서산시 시장1로 6,,G21001 / 동문2동,미방문,
선진부분정비공업사,충청남도 서산시,공구점,,충청남도 서산시 고운로 317,,S20301 / 동문1동,미방문,
우림건재철물점,충청남도 예산군,건자재점,,충청남도 예산군 신양면 청신로 411,,G21001 / 신양면,미방문,
대성철물,충청남도 홍성군,철물점,,충청남도 홍성군 홍성읍 조양로 173,,G21001 / 홍성읍,미방문,
홍성철물,충청남도 홍성군,철물점,,충청남도 홍성군 홍성읍 의사로43번길 13,,G21001 / 홍성읍,미방문,
광천철물점,충청남도 청양군,철물점,,충청남도 청양군 화성면 장터길 9-1,,G21001 / 화성면,미방문,
현대오토공업사,충청남도 서산시,공구점,,충청남도 서산시 중앙로 198-3,,S20301 / 수석동,미방문,
하만농기구오토바이쎈타,충청남도 보령시,농자재점,,충청남도 보령시 천북면 홍보로 531,,S20699 / 천북면,미방문,
백산철물,충청남도 부여군,철물점,,충청남도 부여군 석성면 증산로 35,,G21001 / 석성면,미방문,
예당공구철물,충청남도 예산군,철물점,,충청남도 예산군 예산읍 충서로 812,,G21001 / 예산읍,미방문,
신관공업사,충청남도 공주시,공구점,,충청남도 공주시 신관로 20,,S20301 / 신관동,미방문,
가나철물건재,충청남도 당진시,건자재점,,충청남도 당진시 신평면 신평길 42,,G21001 / 신평면,미방문,
다수리철물,충청남도 논산시,철물점,,충청남도 논산시 시민로 358-1,,G21001 / 취암동,미방문,
보령철물점,충청남도 보령시,철물점,,충청남도 보령시 청소면 청소큰길 166,,G21001 / 청소면,미방문,
성림목재철물,충청남도 논산시,철물점,,충청남도 논산시 은진면 시민로 11,,G21001 / 은진면,미방문,
광시철물,충청남도 예산군,철물점,,충청남도 예산군 광시면 예당로 186,,G21001 / 광시면,미방문,
안면철물,충청남도 태안군,철물점,,충청남도 태안군 안면읍 밧개길 8,,G21001 / 안면읍,미방문,
태양공업사,충청남도 논산시,공구점,,충청남도 논산시 부창로37번길 21,,S20301 / 부창동,미방문,
정함카부분정비공업사,충청남도 서산시,공구점,,충청남도 서산시 대산읍 명지1로 235,,S20301 / 대산읍,미방문,
금강철물,충청남도 서천군,철물점,,충청남도 서천군 장항읍 장항로 109,,G21001 / 장항읍,미방문,
쌍용정비공업사,충청남도 당진시,공구점,,충청남도 당진시 남부로 21,,S20301 / 당진2동,미방문,
석문철물,충청남도 당진시,철물점,,충청남도 당진시 석문면 통정3안길 8-9,,G20701 / 석문면,미방문,
초원정비공업사,충청남도 부여군,공구점,,충청남도 부여군 부여읍 성왕로 290-3,,S20302 / 부여읍,미방문,
함북농자재,충청남도 논산시,농자재점,,충청남도 논산시 대화로 39,,G22199 / 부창동,미방문,
대림철물,충청남도 서산시,철물점,,충청남도 서산시 안견로 270,,G21001 / 동문2동,미방문,
형제공업사,충청남도 공주시,공구점,,충청남도 공주시 탄천면 통산로 212,,S20301 / 탄천면,미방문,
현대철물공구상사,충청남도 서산시,철물점,,충청남도 서산시 대산읍 구진로 79,,G21001 / 대산읍,미방문,
